Behavior_x,Total Duration(s)_x,Type_x,filename
Odour3.1,32.5,,1645002792388_000000_20220216NFWTDP4342b
Odour1.2,11.3,,1645002792388_000000_20220216NFWTDP4342b
Odour2.2,10.2,,1645002792388_000000_20220216NFWTDP4342b
Odour3.2,8.4,,1645002792388_000000_20220216NFWTDP4342b
Odour1.3,11.7,,1645002792388_000000_20220216NFWTDP4342b
Odour2.3,33.2,,1645002792388_000000_20220216NFWTDP4342b
Odour3.3,4,,1645002792388_000000_20220216NFWTDP4342b
Odour1.1,19.5,,1645005524338_000000_20220216FNWTDP4323b
Odour2.1,0,,1645005524338_000000_20220216FNWTDP4323b
Odour3.1,0,,1645005524338_000000_20220216FNWTDP4323b
Odour1.2,0,,1645005524338_000000_20220216FNWTDP4323b
Odour2.2,0,,1645005524338_000000_20220216FNWTDP4323b
Odour3.2,0,,1645005524338_000000_20220216FNWTDP4323b
Odour1.3,0,,1645005524338_000000_20220216FNWTDP4323b
Odour2.3,0,,1645005524338_000000_20220216FNWTDP4323b
Odour3.3,0,,1645005524338_000000_20220216FNWTDP4323b
Odour1.1,0,,1645005796620_000000_120220216WFNTDP4362d
Odour2.1,19.6,,1645005796620_000000_120220216WFNTDP4362d
Odour3.1,17.7,,1645005796620_000000_120220216WFNTDP4362d
Odour1.2,0,,1645005796620_000000_120220216WFNTDP4362d
Odour2.2,0,,1645005796620_000000_120220216WFNTDP4362d
Odour3.2,5.4,,1645005796620_000000_120220216WFNTDP4362d
Odour1.3,0,,1645005796620_000000_120220216WFNTDP4362d
Odour2.3,4,,1645005796620_000000_120220216WFNTDP4362d
Odour3.3,3.1,,1645005796620_000000_120220216WFNTDP4362d
Odour1.1,8.7,,1645005820655_000000_120220216WFNTDP4382c
Odour2.1,42.4,,1645005820655_000000_120220216WFNTDP4382c
Odour3.1,29.2,,1645005820655_000000_120220216WFNTDP4382c
Odour1.2,0,,1645005820655_000000_120220216WFNTDP4382c
Odour2.2,0,,1645005820655_000000_120220216WFNTDP4382c
Odour3.2,0,,1645005820655_000000_120220216WFNTDP4382c
Odour1.3,7.6,,1645005820655_000000_120220216WFNTDP4382c
Odour2.3,6,,1645005820655_000000_120220216WFNTDP4382c
Odour3.3,0,,1645005820655_000000_120220216WFNTDP4382c
Odour1.1,11.2,,1645010806237_000000_120220216FNWTDP4323g
Odour2.1,21.4,,1645010806237_000000_120220216FNWTDP4323g
Odour3.1,22.7,,1645010806237_000000_120220216FNWTDP4323g
Odour1.2,22.9,,1645010806237_000000_120220216FNWTDP4323g
Odour2.2,7.1,,1645010806237_000000_120220216FNWTDP4323g
Odour3.2,2,,1645010806237_000000_120220216FNWTDP4323g
Odour1.3,15.7,,1645010806237_000000_120220216FNWTDP4323g
Odour2.3,0.7,,1645010806237_000000_120220216FNWTDP4323g
Odour3.3,5.3,,1645010806237_000000_120220216FNWTDP4323g
Odour1.1,20,,1645010829962_000000_120220216FNWTDP4333i
Odour2.1,45.8,,1645010829962_000000_120220216FNWTDP4333i
Odour3.1,7.1,,1645010829962_000000_120220216FNWTDP4333i
Odour1.2,9.5,,1645010829962_000000_120220216FNWTDP4333i
Odour2.2,33.8,,1645010829962_000000_120220216FNWTDP4333i
Odour3.2,0.4,,1645010829962_000000_120220216FNWTDP4333i
Odour1.3,0.8,,1645010829962_000000_120220216FNWTDP4333i
Odour2.3,11.9,,1645010829962_000000_120220216FNWTDP4333i
Odour3.3,1.4,,1645010829962_000000_120220216FNWTDP4333i
Odour1.1,33.7,,1645010914730_000000_120220216NWFTDP4323f
Odour2.1,14.5,,1645010914730_000000_120220216NWFTDP4323f
Odour3.1,21.1,,1645010914730_000000_120220216NWFTDP4323f
Odour1.2,10.7,,1645010914730_000000_120220216NWFTDP4323f
Odour2.2,8,,1645010914730_000000_120220216NWFTDP4323f
Odour3.2,0.3,,1645010914730_000000_120220216NWFTDP4323f
Odour1.3,12.9,,1645010914730_000000_120220216NWFTDP4323f
Odour2.3,1.2,,1645010914730_000000_120220216NWFTDP4323f
Odour3.3,0,,1645010914730_000000_120220216NWFTDP4323f
Odour1.1,32.7,,1645010941753_000000_120220216NWFTDP4333h
Odour2.1,15.2,,1645010941753_000000_120220216NWFTDP4333h
Odour3.1,0,,1645010941753_000000_120220216NWFTDP4333h
Odour1.2,25,,1645010941753_000000_120220216NWFTDP4333h
Odour2.2,1.8,,1645010941753_000000_120220216NWFTDP4333h
Odour3.2,0,,1645010941753_000000_120220216NWFTDP4333h
Odour1.3,4.6,,1645010941753_000000_120220216NWFTDP4333h
Odour2.3,0,,1645010941753_000000_120220216NWFTDP4333h
Odour3.3,0,,1645010941753_000000_120220216NWFTDP4333h
Odour1.1,38,,1645010974796_000000_120220216NWFTDP4351g
Odour2.1,17.3,,1645010974796_000000_120220216NWFTDP4351g
Odour3.1,23.1,,1645010974796_000000_120220216NWFTDP4351g
Odour1.2,22.2,,1645010974796_000000_120220216NWFTDP4351g
Odour2.2,0,,1645010974796_000000_120220216NWFTDP4351g
Odour3.2,6.1,,1645010974796_000000_120220216NWFTDP4351g
Odour1.3,4.7,,1645010974796_000000_120220216NWFTDP4351g
Odour2.3,0,,1645010974796_000000_120220216NWFTDP4351g
Odour3.3,0,,1645010974796_000000_120220216NWFTDP4351g
Odour1.1,46.5,,1645013391217_000000_120220216NWFTDP4371e
Odour2.1,40.1,,1645013391217_000000_120220216NWFTDP4371e
Odour3.1,70.8,,1645013391217_000000_120220216NWFTDP4371e
Odour1.2,78.9,,1645013391217_000000_120220216NWFTDP4371e
Odour2.2,31.6,,1645013391217_000000_120220216NWFTDP4371e
Odour3.2,46.3,,1645013391217_000000_120220216NWFTDP4371e
Odour1.3,74.7,,1645013391217_000000_120220216NWFTDP4371e
Odour2.3,4.3,,1645013391217_000000_120220216NWFTDP4371e
Odour3.3,7.5,,1645013391217_000000_120220216NWFTDP4371e
Odour1.1,13.4,,1645092945395_000000_20220217NFWTDP4333m
Odour2.1,19.2,,1645092945395_000000_20220217NFWTDP4333m
Odour3.1,23,,1645092945395_000000_20220217NFWTDP4333m
Odour1.2,8.5,,1645092945395_000000_20220217NFWTDP4333m
Odour2.2,16.3,,1645092945395_000000_20220217NFWTDP4333m
Odour3.2,19.3,,1645092945395_000000_20220217NFWTDP4333m
Odour1.3,13.6,,1645092945395_000000_20220217NFWTDP4333m
Odour2.3,16.1,,1645092945395_000000_20220217NFWTDP4333m
Odour3.3,33,,1645092945395_000000_20220217NFWTDP4333m
Odour1.1,2.5,,1645092997309_000000_20220217NFWTDP4392f
Odour2.1,2.6,,1645092997309_000000_20220217NFWTDP4392f
Odour3.1,17.1,,1645092997309_000000_20220217NFWTDP4392f
Odour1.2,14.5,,1645092997309_000000_20220217NFWTDP4392f
Odour2.2,2.9,,1645092997309_000000_20220217NFWTDP4392f
Odour3.2,3.1,,1645092997309_000000_20220217NFWTDP4392f
Odour1.3,6,,1645092997309_000000_20220217NFWTDP4392f
Odour2.3,3,,1645092997309_000000_20220217NFWTDP4392f
Odour3.3,4.6,,1645092997309_000000_20220217NFWTDP4392f
Odour1.1,16,,1645095153167_000000_20220217WFNTDP4333n
Odour2.1,58.7,,1645095153167_000000_20220217WFNTDP4333n
Odour3.1,12,,1645095153167_000000_20220217WFNTDP4333n
Odour1.2,17.8,,1645095153167_000000_20220217WFNTDP4333n
Odour2.2,22,,1645095153167_000000_20220217WFNTDP4333n
Odour3.2,4.1,,1645095153167_000000_20220217WFNTDP4333n
Odour1.3,1.1,,1645095153167_000000_20220217WFNTDP4333n
Odour2.3,6.9,,1645095153167_000000_20220217WFNTDP4333n
Odour3.3,6.1,,1645095153167_000000_20220217WFNTDP4333n
Odour1.1,16.2,,1645095205581_000000_20220217WFNTDP4392c
Odour2.1,18.2,,1645095205581_000000_20220217WFNTDP4392c
Odour3.1,4.1,,1645095205581_000000_20220217WFNTDP4392c
Odour1.2,1.4,,1645095205581_000000_20220217WFNTDP4392c
Odour2.2,1.7,,1645095205581_000000_20220217WFNTDP4392c
Odour3.2,0,,1645095205581_000000_20220217WFNTDP4392c
Odour1.3,4,,1645095205581_000000_20220217WFNTDP4392c
Odour2.3,8.4,,1645095205581_000000_20220217WFNTDP4392c
Odour3.3,0,,1645095205581_000000_20220217WFNTDP4392c
Odour1.1,32.7,,1671611841850_000000_20221221NWFC9ORF31c
Odour2.1,19.3,,1671611841850_000000_20221221NWFC9ORF31c
Odour3.1,37,,1671611841850_000000_20221221NWFC9ORF31c
Odour1.2,15.5,,1671611841850_000000_20221221NWFC9ORF31c
Odour2.2,7.9,,1671611841850_000000_20221221NWFC9ORF31c
Odour3.2,3,,1671611841850_000000_20221221NWFC9ORF31c
Odour1.3,12.9,,1671611841850_000000_20221221NWFC9ORF31c
Odour2.3,0,,1671611841850_000000_20221221NWFC9ORF31c
Odour3.3,17.3,,1671611841850_000000_20221221NWFC9ORF31c
Odour1.1,40,,1671614382683_000000_20221221NFWC9ORF31d
Odour2.1,36.6,,1671614382683_000000_20221221NFWC9ORF31d
Odour3.1,16.7,,1671614382683_000000_20221221NFWC9ORF31d
Odour1.2,11.4,,1671614382683_000000_20221221NFWC9ORF31d
Odour2.2,10.7,,1671614382683_000000_20221221NFWC9ORF31d
Odour3.2,0.9,,1671614382683_000000_20221221NFWC9ORF31d
Odour1.3,10.9,,1671614382683_000000_20221221NFWC9ORF31d
Odour2.3,6.6,,1671614382683_000000_20221221NFWC9ORF31d
Odour3.3,2.2,,1671614382683_000000_20221221NFWC9ORF31d
Odour1.1,40.1,,1671614438865_000000_20221221NFWC9ORF42a_with chewingat1.2
Odour2.1,16.7,,1671614438865_000000_20221221NFWC9ORF42a_with chewingat1.2
Odour3.1,21.9,,1671614438865_000000_20221221NFWC9ORF42a_with chewingat1.2
Odour1.2,35.8,,1671614438865_000000_20221221NFWC9ORF42a_with chewingat1.2
Odour2.2,0.8,,1671614438865_000000_20221221NFWC9ORF42a_with chewingat1.2
Odour3.2,11.4,,1671614438865_000000_20221221NFWC9ORF42a_with chewingat1.2
Odour1.3,8.5,,1671614438865_000000_20221221NFWC9ORF42a_with chewingat1.2
Odour2.3,0,,1671614438865_000000_20221221NFWC9ORF42a_with chewingat1.2
Odour3.3,2,,1671614438865_000000_20221221NFWC9ORF42a_with chewingat1.2
Odour1.1,37.9,,1671614476569_000000_20221221FNWC9ORF31c
Odour2.1,18.5,,1671614476569_000000_20221221FNWC9ORF31c
Odour3.1,36.9,,1671614476569_000000_20221221FNWC9ORF31c
Odour1.2,15.5,,1671614476569_000000_20221221FNWC9ORF31c
Odour2.2,8,,1671614476569_000000_20221221FNWC9ORF31c
Odour3.2,3.5,,1671614476569_000000_20221221FNWC9ORF31c
Odour1.3,15.2,,1671614476569_000000_20221221FNWC9ORF31c
Odour2.3,0,,1671614476569_000000_20221221FNWC9ORF31c
Odour3.3,17.2,,1671614476569_000000_20221221FNWC9ORF31c
Odour1.1,55.1,,1671614539305_000000_20221221FNWC9ORF41a
Odour2.1,35.1,,1671614539305_000000_20221221FNWC9ORF41a
Odour3.1,25.2,,1671614539305_000000_20221221FNWC9ORF41a
Odour1.2,32.8,,1671614539305_000000_20221221FNWC9ORF41a
Odour2.2,47.5,,1671614539305_000000_20221221FNWC9ORF41a
Odour3.2,45.5,,1671614539305_000000_20221221FNWC9ORF41a
Odour1.3,16.1,,1671614539305_000000_20221221FNWC9ORF41a
Odour2.3,14.4,,1671614539305_000000_20221221FNWC9ORF41a
Odour3.3,10.5,,1671614539305_000000_20221221FNWC9ORF41a
Odour1.1,36.7,,1671614575601_000000_20221221FNWC9ORF31e
Odour2.1,15.7,,1671614575601_000000_20221221FNWC9ORF31e
Odour3.1,25,,1671614575601_000000_20221221FNWC9ORF31e
Odour1.2,30.2,,1671614575601_000000_20221221FNWC9ORF31e
Odour2.2,0,,1671614575601_000000_20221221FNWC9ORF31e
Odour3.2,9.2,,1671614575601_000000_20221221FNWC9ORF31e
Odour1.3,15.8,,1671614575601_000000_20221221FNWC9ORF31e
Odour2.3,26.4,,1671614575601_000000_20221221FNWC9ORF31e
Odour3.3,6.5,,1671614575601_000000_20221221FNWC9ORF31e
Odour1.1,35.4,,1671620561756_000000_20221221FNWC9ORF14e_3.3 all
Odour2.1,90.9,,1671620561756_000000_20221221FNWC9ORF14e_3.3 all
Odour3.1,32.2,,1671620561756_000000_20221221FNWC9ORF14e_3.3 all
Odour1.2,27.6,,1671620561756_000000_20221221FNWC9ORF14e_3.3 all
Odour2.2,39.2,,1671620561756_000000_20221221FNWC9ORF14e_3.3 all
Odour3.2,39,,1671620561756_000000_20221221FNWC9ORF14e_3.3 all
Odour1.3,5.6,,1671620561756_000000_20221221FNWC9ORF14e_3.3 all
Odour2.3,11.1,,1671620561756_000000_20221221FNWC9ORF14e_3.3 all
Odour3.3,13,,1671620561756_000000_20221221FNWC9ORF14e_3.3 all
Odour1.1,32.9,,1671620630811_000000_20221221NFWC9ORF22g_with hopper bite 2.2
Odour2.1,15.7,,1671620630811_000000_20221221NFWC9ORF22g_with hopper bite 2.2
Odour3.1,26.4,,1671620630811_000000_20221221NFWC9ORF22g_with hopper bite 2.2
Odour1.2,13.7,,1671620630811_000000_20221221NFWC9ORF22g_with hopper bite 2.2
Odour2.2,35.1,,1671620630811_000000_20221221NFWC9ORF22g_with hopper bite 2.2
Odour3.2,3.8,,1671620630811_000000_20221221NFWC9ORF22g_with hopper bite 2.2
Odour1.3,25,,1671620630811_000000_20221221NFWC9ORF22g_with hopper bite 2.2
Odour2.3,1.5,,1671620630811_000000_20221221NFWC9ORF22g_with hopper bite 2.2
Odour3.3,10.9,,1671620630811_000000_20221221NFWC9ORF22g_with hopper bite 2.2
Odour1.1,30.5,,1671620657662_000000_20221221NFWC9ORF22i
Odour2.1,42.4,,1671620657662_000000_20221221NFWC9ORF22i
Odour3.1,8.8,,1671620657662_000000_20221221NFWC9ORF22i
Odour1.2,12.4,,1671620657662_000000_20221221NFWC9ORF22i
Odour2.2,10.1,,1671620657662_000000_20221221NFWC9ORF22i
Odour3.2,7.2,,1671620657662_000000_20221221NFWC9ORF22i
Odour1.3,10.7,,1671620657662_000000_20221221NFWC9ORF22i
Odour2.3,6.8,,1671620657662_000000_20221221NFWC9ORF22i
Odour3.3,0.3,,1671620657662_000000_20221221NFWC9ORF22i
Odour1.1,22.7,,1671623696944_000000_20221221WFNC9ORF32e
Odour2.1,0,,1671623696944_000000_20221221WFNC9ORF32e
Odour3.1,34.8,,1671623696944_000000_20221221WFNC9ORF32e
Odour1.2,4.7,,1671623696944_000000_20221221WFNC9ORF32e
Odour2.2,0,,1671623696944_000000_20221221WFNC9ORF32e
Odour3.2,38,,1671623696944_000000_20221221WFNC9ORF32e
Odour1.3,2.6,,1671623696944_000000_20221221WFNC9ORF32e
Odour2.3,29.3,,1671623696944_000000_20221221WFNC9ORF32e
Odour3.3,10,,1671623696944_000000_20221221WFNC9ORF32e
Odour1.1,16.8,,1671623717486_000000_20221221WFNC9ORF32h
Odour2.1,0,,1671623717486_000000_20221221WFNC9ORF32h
Odour3.1,7.8,,1671623717486_000000_20221221WFNC9ORF32h
Odour1.2,24.1,,1671623717486_000000_20221221WFNC9ORF32h
Odour2.2,47.4,,1671623717486_000000_20221221WFNC9ORF32h
Odour3.2,51.8,,1671623717486_000000_20221221WFNC9ORF32h
Odour1.3,22.4,,1671623717486_000000_20221221WFNC9ORF32h
Odour2.3,13.5,,1671623717486_000000_20221221WFNC9ORF32h
Odour3.3,7,,1671623717486_000000_20221221WFNC9ORF32h
Odour1.1,14.4,,1671623738374_000000_20221221WFNC9ORF41c
Odour2.1,22.7,,1671623738374_000000_20221221WFNC9ORF41c
Odour3.1,9.8,,1671623738374_000000_20221221WFNC9ORF41c
Odour1.2,5.1,,1671623738374_000000_20221221WFNC9ORF41c
Odour2.2,11,,1671623738374_000000_20221221WFNC9ORF41c
Odour3.2,4.9,,1671623738374_000000_20221221WFNC9ORF41c
Odour1.3,0,,1671623738374_000000_20221221WFNC9ORF41c
Odour2.3,0,,1671623738374_000000_20221221WFNC9ORF41c
Odour3.3,0,,1671623738374_000000_20221221WFNC9ORF41c
Odour1.1,55,,1671623779451_000000_20221221FNWC9ORF32d
Odour2.1,55.5,,1671623779451_000000_20221221FNWC9ORF32d
Odour3.1,33.9,,1671623779451_000000_20221221FNWC9ORF32d
Odour1.2,69.9,,1671623779451_000000_20221221FNWC9ORF32d
Odour2.2,63.3,,1671623779451_000000_20221221FNWC9ORF32d
Odour3.2,34.6,,1671623779451_000000_20221221FNWC9ORF32d
Odour1.3,39.4,,1671623779451_000000_20221221FNWC9ORF32d
Odour2.3,71.2,,1671623779451_000000_20221221FNWC9ORF32d
Odour3.3,17.6,,1671623779451_000000_20221221FNWC9ORF32d
Odour1.1,39.3,,1671623805350_000000_20221221WFNC9ORF51c
Odour2.1,24.6,,1671623805350_000000_20221221WFNC9ORF51c
Odour3.1,42.8,,1671623805350_000000_20221221WFNC9ORF51c
Odour1.2,50.1,,1671623805350_000000_20221221WFNC9ORF51c
Odour2.2,20,,1671623805350_000000_20221221WFNC9ORF51c
Odour3.2,62.1,,1671623805350_000000_20221221WFNC9ORF51c
Odour1.3,62.4,,1671623805350_000000_20221221WFNC9ORF51c
Odour2.3,19.4,,1671623805350_000000_20221221WFNC9ORF51c
Odour3.3,18.8,,1671623805350_000000_20221221WFNC9ORF51c
Odour1.1,0,,1671623827407_000000_20221221WFNC9ORF51d
Odour2.1,18.7,,1671623827407_000000_20221221WFNC9ORF51d
Odour3.1,19.2,,1671623827407_000000_20221221WFNC9ORF51d
Odour1.2,0,,1671623827407_000000_20221221WFNC9ORF51d
Odour2.2,9.1,,1671623827407_000000_20221221WFNC9ORF51d
Odour3.2,1.7,,1671623827407_000000_20221221WFNC9ORF51d
Odour1.3,27.6,,1671623827407_000000_20221221WFNC9ORF51d
Odour2.3,10.9,,1671623827407_000000_20221221WFNC9ORF51d
Odour3.3,17.7,,1671623827407_000000_20221221WFNC9ORF51d
Odour1.1,13.6,,1671698557029_000000_20222212FNWTDP4361a
Odour2.1,27.9,,1671698557029_000000_20222212FNWTDP4361a
Odour3.1,11.5,,1671698557029_000000_20222212FNWTDP4361a
Odour1.2,8.4,,1671698557029_000000_20222212FNWTDP4361a
Odour2.2,6.9,,1671698557029_000000_20222212FNWTDP4361a
Odour3.2,7.6,,1671698557029_000000_20222212FNWTDP4361a
Odour1.3,3.8,,1671698557029_000000_20222212FNWTDP4361a
Odour2.3,0.5,,1671698557029_000000_20222212FNWTDP4361a
Odour3.3,0.7,,1671698557029_000000_20222212FNWTDP4361a
Odour1.1,35.5,,1671698589150_000000_20222212FNWTDP4391a
Odour2.1,22.6,,1671698589150_000000_20222212FNWTDP4391a
Odour3.1,10.4,,1671698589150_000000_20222212FNWTDP4391a
Odour1.2,17.8,,1671698589150_000000_20222212FNWTDP4391a
Odour2.2,11.6,,1671698589150_000000_20222212FNWTDP4391a
Odour3.2,4.5,,1671698589150_000000_20222212FNWTDP4391a
Odour1.3,8.8,,1671698589150_000000_20222212FNWTDP4391a
Odour2.3,7.8,,1671698589150_000000_20222212FNWTDP4391a
Odour3.3,6.2,,1671698589150_000000_20222212FNWTDP4391a
Odour1.1,1.1,,1671700910553_000000_20222212NFWTDP4322d
Odour2.1,8.4,,1671700910553_000000_20222212NFWTDP4322d
Odour3.1,17.1,,1671700910553_000000_20222212NFWTDP4322d
Odour1.2,50.3,,1671700910553_000000_20222212NFWTDP4322d
Odour2.2,4.7,,1671700910553_000000_20222212NFWTDP4322d
Odour3.2,2.1,,1671700910553_000000_20222212NFWTDP4322d
Odour1.3,11,,1671700910553_000000_20222212NFWTDP4322d
Odour2.3,25.4,,1671700910553_000000_20222212NFWTDP4322d
Odour3.3,5.3,,1671700910553_000000_20222212NFWTDP4322d
Odour1.1,42.8,,1671700969130_000000_20222212NFWTDP4361c
Odour2.1,26.2,,1671700969130_000000_20222212NFWTDP4361c
Odour3.1,13.8,,1671700969130_000000_20222212NFWTDP4361c
Odour1.2,7.7,,1671700969130_000000_20222212NFWTDP4361c
Odour2.2,1.2,,1671700969130_000000_20222212NFWTDP4361c
Odour3.2,1.5,,1671700969130_000000_20222212NFWTDP4361c
Odour1.3,3.3,,1671700969130_000000_20222212NFWTDP4361c
Odour2.3,15.8,,1671700969130_000000_20222212NFWTDP4361c
Odour3.3,1.1,,1671700969130_000000_20222212NFWTDP4361c
Odour1.1,25.5,,1671701062352_000000_20222212NFWTDP4391g
Odour2.1,4.7,,1671701062352_000000_20222212NFWTDP4391g
Odour3.1,0.7,,1671701062352_000000_20222212NFWTDP4391g
Odour1.2,4.4,,1671701062352_000000_20222212NFWTDP4391g
Odour2.2,2.4,,1671701062352_000000_20222212NFWTDP4391g
Odour3.2,2.9,,1671701062352_000000_20222212NFWTDP4391g
Odour1.3,2.4,,1671701062352_000000_20222212NFWTDP4391g
Odour2.3,2.6,,1671701062352_000000_20222212NFWTDP4391g
Odour3.3,1.8,,1671701062352_000000_20222212NFWTDP4391g
Odour1.1,29.8,,1671706619369_000000_20222212WFNTDP4311b
Odour2.1,37.4,,1671706619369_000000_20222212WFNTDP4311b
Odour3.1,0,,1671706619369_000000_20222212WFNTDP4311b
Odour1.2,12,,1671706619369_000000_20222212WFNTDP4311b
Odour2.2,10.3,,1671706619369_000000_20222212WFNTDP4311b
Odour3.2,0,,1671706619369_000000_20222212WFNTDP4311b
Odour1.3,0,,1671706619369_000000_20222212WFNTDP4311b
Odour2.3,3.4,,1671706619369_000000_20222212WFNTDP4311b
Odour3.3,34.5,,1671706619369_000000_20222212WFNTDP4311b
Odour1.1,38.8,,1671709425764_000000_20222212WFNTDP4311f
Odour2.1,21.3,,1671709425764_000000_20222212WFNTDP4311f
Odour3.1,40.7,,1671709425764_000000_20222212WFNTDP4311f
Odour1.2,21.8,,1671709425764_000000_20222212WFNTDP4311f
Odour2.2,19.8,,1671709425764_000000_20222212WFNTDP4311f
Odour3.2,35.1,,1671709425764_000000_20222212WFNTDP4311f
Odour1.3,58.3,,1671709425764_000000_20222212WFNTDP4311f
Odour2.3,7.9,,1671709425764_000000_20222212WFNTDP4311f
Odour3.3,46.8,,1671709425764_000000_20222212WFNTDP4311f
Odour1.1,24.5,,1671709530848_000000_20222212NWFTDP4331c
Odour2.1,6,,1671709530848_000000_20222212NWFTDP4331c
Odour3.1,8.7,,1671709530848_000000_20222212NWFTDP4331c
Odour1.2,8.6,,1671709530848_000000_20222212NWFTDP4331c
Odour2.2,0.6,,1671709530848_000000_20222212NWFTDP4331c
Odour3.2,3.9,,1671709530848_000000_20222212NWFTDP4331c
Odour1.3,1.6,,1671709530848_000000_20222212NWFTDP4331c
Odour2.3,1.2,,1671709530848_000000_20222212NWFTDP4331c
Odour3.3,0,,1671709530848_000000_20222212NWFTDP4331c
Odour1.1,19.2,,1675941075620_000000_20230209NFWC9O71d
Odour2.1,14.6,,1675941075620_000000_20230209NFWC9O71d
Odour3.1,16.7,,1675941075620_000000_20230209NFWC9O71d
Odour1.2,2.7,,1675941075620_000000_20230209NFWC9O71d
Odour2.2,13.4,,1675941075620_000000_20230209NFWC9O71d
Odour3.2,1,,1675941075620_000000_20230209NFWC9O71d
Odour1.3,0.7,,1675941075620_000000_20230209NFWC9O71d
Odour2.3,5.6,,1675941075620_000000_20230209NFWC9O71d
Odour3.3,0,,1675941075620_000000_20230209NFWC9O71d
Odour1.1,20.2,,1675941125084_000000_20230209FNWC9O61a
Odour2.1,28,,1675941125084_000000_20230209FNWC9O61a
Odour3.1,11.7,,1675941125084_000000_20230209FNWC9O61a
Odour1.2,5.2,,1675941125084_000000_20230209FNWC9O61a
Odour2.2,7.9,,1675941125084_000000_20230209FNWC9O61a
Odour3.2,1.7,,1675941125084_000000_20230209FNWC9O61a
Odour1.3,7.4,,1675941125084_000000_20230209FNWC9O61a
Odour2.3,17.7,,1675941125084_000000_20230209FNWC9O61a
Odour3.3,7.7,,1675941125084_000000_20230209FNWC9O61a
Odour1.1,29.5,,1675943892048_000000_20230209FNWC9O62c
Odour2.1,35.7,,1675943892048_000000_20230209FNWC9O62c
Odour3.1,21.3,,1675943892048_000000_20230209FNWC9O62c
Odour1.2,25.1,,1675943892048_000000_20230209FNWC9O62c
Odour2.2,0,,1675943892048_000000_20230209FNWC9O62c
Odour3.2,6.4,,1675943892048_000000_20230209FNWC9O62c
Odour1.3,8.2,,1675943892048_000000_20230209FNWC9O62c
Odour2.3,13.8,,1675943892048_000000_20230209FNWC9O62c
Odour3.3,1.7,,1675943892048_000000_20230209FNWC9O62c
Odour1.1,32,,1677141755316_000000_20230223NWFTDP12b
Odour2.1,13.5,,1677141755316_000000_20230223NWFTDP12b
Odour3.1,29.3,,1677141755316_000000_20230223NWFTDP12b
Odour1.2,16.4,,1677141755316_000000_20230223NWFTDP12b
Odour2.2,1.9,,1677141755316_000000_20230223NWFTDP12b
Odour3.2,16.5,,1677141755316_000000_20230223NWFTDP12b
Odour1.3,11.2,,1677141755316_000000_20230223NWFTDP12b
Odour2.3,0,,1677141755316_000000_20230223NWFTDP12b
Odour3.3,14.1,,1677141755316_000000_20230223NWFTDP12b
Odour1.1,36.4,,1677142227995_000000_20230223NWFTDP23c
Odour2.1,48,,1677142227995_000000_20230223NWFTDP23c
Odour3.1,20,,1677142227995_000000_20230223NWFTDP23c
Odour1.2,21.2,,1677142227995_000000_20230223NWFTDP23c
Odour2.2,12.1,,1677142227995_000000_20230223NWFTDP23c
Odour3.2,15.1,,1677142227995_000000_20230223NWFTDP23c
Odour1.3,28.8,,1677142227995_000000_20230223NWFTDP23c
Odour2.3,0.4,,1677142227995_000000_20230223NWFTDP23c
Odour3.3,3.6,,1677142227995_000000_20230223NWFTDP23c
Odour1.1,17.6,,1677142291979_000000_20230223WFNTDP12e
Odour2.1,56.5,,1677142291979_000000_20230223WFNTDP12e
Odour3.1,43.4,,1677142291979_000000_20230223WFNTDP12e
Odour1.2,5.5,,1677142291979_000000_20230223WFNTDP12e
Odour2.2,2.9,,1677142291979_000000_20230223WFNTDP12e
Odour3.2,11.1,,1677142291979_000000_20230223WFNTDP12e
Odour1.3,7.4,,1677142291979_000000_20230223WFNTDP12e
Odour2.3,10.5,,1677142291979_000000_20230223WFNTDP12e
Odour3.3,8.1,,1677142291979_000000_20230223WFNTDP12e
Odour1.1,11.1,,1677142318225_000000_20230223WFNTDP24c
Odour2.1,38.4,,1677142318225_000000_20230223WFNTDP24c
Odour3.1,41.2,,1677142318225_000000_20230223WFNTDP24c
Odour1.2,3.9,,1677142318225_000000_20230223WFNTDP24c
Odour2.2,9.3,,1677142318225_000000_20230223WFNTDP24c
Odour3.2,15,,1677142318225_000000_20230223WFNTDP24c
Odour1.3,4,,1677142318225_000000_20230223WFNTDP24c
Odour2.3,4.3,,1677142318225_000000_20230223WFNTDP24c
Odour3.3,2.6,,1677142318225_000000_20230223WFNTDP24c
Odour1.1,15.7,,1677142681455_000000_20230223WFNTDP42b
Odour2.1,42.4,,1677142681455_000000_20230223WFNTDP42b
Odour3.1,19.5,,1677142681455_000000_20230223WFNTDP42b
Odour1.2,13.2,,1677142681455_000000_20230223WFNTDP42b
Odour2.2,12.2,,1677142681455_000000_20230223WFNTDP42b
Odour3.2,26.8,,1677142681455_000000_20230223WFNTDP42b
Odour1.3,2.2,,1677142681455_000000_20230223WFNTDP42b
Odour2.3,7.8,,1677142681455_000000_20230223WFNTDP42b
Odour3.3,4.8,,1677142681455_000000_20230223WFNTDP42b
Odour1.1,23.6,,1677150255589_000000_20230223WFNTDP82e
Odour2.1,45.1,,1677150255589_000000_20230223WFNTDP82e
Odour3.1,56.6,,1677150255589_000000_20230223WFNTDP82e
Odour1.2,13.7,,1677150255589_000000_20230223WFNTDP82e
